applicant_id,predicted_prob_default,credit_score,score_band,recommended_action
21743,0.0294,588,High Risk,Decline
21744,0.6678,467,Very High Risk,Decline
21745,0.0654,564,Very High Risk,Decline
21746,0.0832,556,Very High Risk,Decline
21747,0.1165,546,Very High Risk,Decline
21748,0.3745,502,Very High Risk,Decline
21749,0.6094,474,Very High Risk,Decline
21750,0.5235,484,Very High Risk,Decline
21751,0.9764,380,Very High Risk,Decline
21752,0.0428,577,Very High Risk,Decline
21753,0.195,528,Very High Risk,Decline
21754,0.0948,552,Very High Risk,Decline
21755,0.118,545,Very High Risk,Decline
21756,0.3139,510,Very High Risk,Decline
21757,0.0676,563,Very High Risk,Decline
21758,0.078,558,Very High Risk,Decline
21759,0.8851,428,Very High Risk,Decline
21760,0.7954,448,Very High Risk,Decline
21761,0.2411,520,Very High Risk,Decline
21762,0.6925,464,Very High Risk,Decline
21763,0.1601,535,Very High Risk,Decline
21764,0.7936,448,Very High Risk,Decline
21765,0.2688,516,Very High Risk,Decline
21766,0.9254,414,Very High Risk,Decline
21767,0.4906,488,Very High Risk,Decline
21768,0.0284,589,High Risk,Decline
21769,0.0674,563,Very High Risk,Decline
21770,0.5612,480,Very High Risk,Decline
21771,0.491,488,Very High Risk,Decline
21772,0.0934,553,Very High Risk,Decline
21773,0.2876,513,Very High Risk,Decline
21774,0.1141,546,Very High Risk,Decline
21775,0.349,505,Very High Risk,Decline
21776,0.1204,545,Very High Risk,Decline
21777,0.1624,534,Very High Risk,Decline
21778,0.1825,530,Very High Risk,Decline
21779,0.2608,517,Very High Risk,Decline
21780,0.1349,541,Very High Risk,Decline
21781,0.4156,497,Very High Risk,Decline
21782,0.1964,528,Very High Risk,Decline
21783,0.1316,542,Very High Risk,Decline
21784,0.4249,496,Very High Risk,Decline
21785,0.6049,475,Very High Risk,Decline
21786,0.0318,586,High Risk,Decline
21787,0.8798,430,Very High Risk,Decline
21788,0.2789,515,Very High Risk,Decline
21789,0.1988,527,Very High Risk,Decline
21790,0.0425,577,Very High Risk,Decline
21791,0.5013,487,Very High Risk,Decline
21792,0.093,553,Very High Risk,Decline
21793,0.0795,558,Very High Risk,Decline
21794,0.8629,434,Very High Risk,Decline
21795,0.2809,514,Very High Risk,Decline
21796,0.1435,539,Very High Risk,Decline
21797,0.406,498,Very High Risk,Decline
21798,0.5368,483,Very High Risk,Decline
21799,0.1899,529,Very High Risk,Decline
21800,0.2648,517,Very High Risk,Decline
21801,0.2363,521,Very High Risk,Decline
21802,0.9374,409,Very High Risk,Decline
21803,0.1131,547,Very High Risk,Decline
21804,0.761,454,Very High Risk,Decline
21805,0.6951,463,Very High Risk,Decline
21806,0.1132,547,Very High Risk,Decline
21807,0.9546,399,Very High Risk,Decline
21808,0.1539,536,Very High Risk,Decline
21809,0.52,485,Very High Risk,Decline
21810,0.1413,539,Very High Risk,Decline
21811,0.5655,480,Very High Risk,Decline
21812,0.6973,463,Very High Risk,Decline
21813,0.0948,552,Very High Risk,Decline
21814,0.0911,553,Very High Risk,Decline
21815,0.0853,556,Very High Risk,Decline
21816,0.199,527,Very High Risk,Decline
21817,0.2899,513,Very High Risk,Decline
21818,0.7996,447,Very High Risk,Decline
21819,0.1906,529,Very High Risk,Decline
21820,0.2898,513,Very High Risk,Decline
21821,0.1436,539,Very High Risk,Decline
21822,0.39,500,Very High Risk,Decline
21823,0.1104,547,Very High Risk,Decline
21824,0.4257,496,Very High Risk,Decline
21825,0.4145,497,Very High Risk,Decline
21826,0.1146,546,Very High Risk,Decline
21827,0.5376,483,Very High Risk,Decline
21828,0.3698,503,Very High Risk,Decline
21829,0.0569,568,Very High Risk,Decline
21830,0.3657,503,Very High Risk,Decline
21831,0.0428,577,Very High Risk,Decline
21832,0.1821,530,Very High Risk,Decline
21833,0.0871,555,Very High Risk,Decline
21834,0.1262,543,Very High Risk,Decline
21835,0.4668,491,Very High Risk,Decline
21836,0.1019,550,Very High Risk,Decline
21837,0.2681,516,Very High Risk,Decline
21838,0.436,495,Very High Risk,Decline
21839,0.546,482,Very High Risk,Decline
21840,0.3069,511,Very High Risk,Decline
21841,0.2948,512,Very High Risk,Decline
21842,0.2269,523,Very High Risk,Decline
21843,0.0412,578,Very High Risk,Decline
21844,0.82,443,Very High Risk,Decline
21845,0.96,395,Very High Risk,Decline
21846,0.8767,431,Very High Risk,Decline
21847,0.8218,443,Very High Risk,Decline
21848,0.0377,581,High Risk,Decline
21849,0.5272,484,Very High Risk,Decline
21850,0.1521,537,Very High Risk,Decline
21851,0.0679,563,Very High Risk,Decline
21852,0.4762,490,Very High Risk,Decline
21853,0.977,379,Very High Risk,Decline
21854,0.3222,509,Very High Risk,Decline
21855,0.0928,553,Very High Risk,Decline
21856,0.7264,459,Very High Risk,Decline
21857,0.6806,465,Very High Risk,Decline
21858,0.1345,541,Very High Risk,Decline
21859,0.2084,526,Very High Risk,Decline
21860,0.0667,563,Very High Risk,Decline
21861,0.3852,501,Very High Risk,Decline
21862,0.9192,417,Very High Risk,Decline
21863,0.1176,545,Very High Risk,Decline
21864,0.1059,549,Very High Risk,Decline
21865,0.1961,528,Very High Risk,Decline
21866,0.6211,473,Very High Risk,Decline
21867,0.0434,576,Very High Risk,Decline
21868,0.1601,535,Very High Risk,Decline
21869,0.4202,496,Very High Risk,Decline
21870,0.6283,472,Very High Risk,Decline
21871,0.2458,519,Very High Risk,Decline
21872,0.0513,571,Very High Risk,Decline
21873,0.4236,496,Very High Risk,Decline
21874,0.2344,521,Very High Risk,Decline
21875,0.2523,518,Very High Risk,Decline
21876,0.0362,582,High Risk,Decline
21877,0.034,584,High Risk,Decline
21878,0.122,544,Very High Risk,Decline
21879,0.7473,456,Very High Risk,Decline
21880,0.123,544,Very High Risk,Decline
21881,0.1662,534,Very High Risk,Decline
21882,0.1248,543,Very High Risk,Decline
21883,0.8667,433,Very High Risk,Decline
21884,0.0326,585,High Risk,Decline
21885,0.1182,545,Very High Risk,Decline
21886,0.7513,455,Very High Risk,Decline
21887,0.6458,470,Very High Risk,Decline
21888,0.829,442,Very High Risk,Decline
21889,0.2184,524,Very High Risk,Decline
21890,0.1067,548,Very High Risk,Decline
21891,0.3565,504,Very High Risk,Decline
21892,0.227,522,Very High Risk,Decline
21893,0.0954,552,Very High Risk,Decline
21894,0.9083,421,Very High Risk,Decline
21895,0.1333,541,Very High Risk,Decline
21896,0.8818,429,Very High Risk,Decline
21897,0.0749,560,Very High Risk,Decline
21898,0.2058,526,Very High Risk,Decline
21899,0.1771,531,Very High Risk,Decline
21900,0.0419,577,Very High Risk,Decline
21901,0.1138,546,Very High Risk,Decline
21902,0.3111,510,Very High Risk,Decline
21903,0.8646,434,Very High Risk,Decline
21904,0.0407,578,Very High Risk,Decline
21905,0.3394,506,Very High Risk,Decline
21906,0.1529,537,Very High Risk,Decline
21907,0.1008,550,Very High Risk,Decline
21908,0.0483,573,Very High Risk,Decline
21909,0.48,489,Very High Risk,Decline
21910,0.0357,582,High Risk,Decline
21911,0.1981,527,Very High Risk,Decline
21912,0.262,517,Very High Risk,Decline
21913,0.2287,522,Very High Risk,Decline
21914,0.7048,462,Very High Risk,Decline
21915,0.1833,530,Very High Risk,Decline
21916,0.2085,526,Very High Risk,Decline
21917,0.5516,481,Very High Risk,Decline
21918,0.1895,529,Very High Risk,Decline
21919,0.3947,499,Very High Risk,Decline
21920,0.1419,539,Very High Risk,Decline
21921,0.2944,512,Very High Risk,Decline
21922,0.157,536,Very High Risk,Decline
21923,0.1207,544,Very High Risk,Decline
21924,0.9019,423,Very High Risk,Decline
21925,0.4356,495,Very High Risk,Decline
21926,0.2474,519,Very High Risk,Decline
21927,0.2775,515,Very High Risk,Decline
21928,0.1179,545,Very High Risk,Decline
21929,0.5627,480,Very High Risk,Decline
21930,0.0366,581,High Risk,Decline
21931,0.7304,458,Very High Risk,Decline
21932,0.0634,565,Very High Risk,Decline
21933,0.2572,518,Very High Risk,Decline
21934,0.9353,410,Very High Risk,Decline
21935,0.1579,535,Very High Risk,Decline
21936,0.0386,580,High Risk,Decline
21937,0.2233,523,Very High Risk,Decline
21938,0.1827,530,Very High Risk,Decline
21939,0.1713,533,Very High Risk,Decline
21940,0.086,555,Very High Risk,Decline
21941,0.0837,556,Very High Risk,Decline
21942,0.4001,499,Very High Risk,Decline
21943,0.0528,570,Very High Risk,Decline
21944,0.3698,503,Very High Risk,Decline
21945,0.5826,477,Very High Risk,Decline
21946,0.5393,483,Very High Risk,Decline
21947,0.0394,579,Very High Risk,Decline
21948,0.8479,438,Very High Risk,Decline
21949,0.5002,487,Very High Risk,Decline
21950,0.1589,535,Very High Risk,Decline
21951,0.9372,409,Very High Risk,Decline
21952,0.0612,566,Very High Risk,Decline
21953,0.9267,414,Very High Risk,Decline
21954,0.0903,554,Very High Risk,Decline
21955,0.8416,439,Very High Risk,Decline
21956,0.1862,530,Very High Risk,Decline
21957,0.1806,531,Very High Risk,Decline
21958,0.1628,534,Very High Risk,Decline
21959,0.0523,571,Very High Risk,Decline
21960,0.3527,505,Very High Risk,Decline
21961,0.9693,387,Very High Risk,Decline
21962,0.1811,531,Very High Risk,Decline
21963,0.8647,434,Very High Risk,Decline
21964,0.2482,519,Very High Risk,Decline
21965,0.1993,527,Very High Risk,Decline
21966,0.3302,508,Very High Risk,Decline
21967,0.0376,581,High Risk,Decline
21968,0.3482,505,Very High Risk,Decline
21969,0.1652,534,Very High Risk,Decline
21970,0.5463,482,Very High Risk,Decline
21971,0.4509,493,Very High Risk,Decline
21972,0.445,493,Very High Risk,Decline
21973,0.6561,468,Very High Risk,Decline
21974,0.6379,471,Very High Risk,Decline
21975,0.4021,499,Very High Risk,Decline
21976,0.0893,554,Very High Risk,Decline
21977,0.3854,501,Very High Risk,Decline
21978,0.4406,494,Very High Risk,Decline
21979,0.8813,429,Very High Risk,Decline
21980,0.1675,533,Very High Risk,Decline
21981,0.8383,440,Very High Risk,Decline
21982,0.3217,509,Very High Risk,Decline
21983,0.5252,484,Very High Risk,Decline
21984,0.0855,555,Very High Risk,Decline
21985,0.1164,546,Very High Risk,Decline
21986,0.1467,538,Very High Risk,Decline
21987,0.0704,562,Very High Risk,Decline
21988,0.0332,584,High Risk,Decline
21989,0.1574,536,Very High Risk,Decline
21990,0.3966,499,Very High Risk,Decline
21991,0.0507,572,Very High Risk,Decline
21992,0.206,526,Very High Risk,Decline
21993,0.182,530,Very High Risk,Decline
21994,0.0894,554,Very High Risk,Decline
21995,0.4633,491,Very High Risk,Decline
21996,0.1945,528,Very High Risk,Decline
21997,0.3856,501,Very High Risk,Decline
21998,0.2261,523,Very High Risk,Decline
21999,0.1722,532,Very High Risk,Decline
22000,0.4074,498,Very High Risk,Decline
22001,0.1413,539,Very High Risk,Decline
22002,0.0636,565,Very High Risk,Decline
22003,0.1627,534,Very High Risk,Decline
22004,0.0386,580,High Risk,Decline
22005,0.1991,527,Very High Risk,Decline
22006,0.1305,542,Very High Risk,Decline
22007,0.9166,418,Very High Risk,Decline
22008,0.0924,553,Very High Risk,Decline
22009,0.2237,523,Very High Risk,Decline
22010,0.9863,364,Very High Risk,Decline
22011,0.0306,587,High Risk,Decline
22012,0.1397,540,Very High Risk,Decline
22013,0.0922,553,Very High Risk,Decline
22014,0.1514,537,Very High Risk,Decline
22015,0.925,415,Very High Risk,Decline
22016,0.2131,525,Very High Risk,Decline
22017,0.3039,511,Very High Risk,Decline
22018,0.3914,500,Very High Risk,Decline
22019,0.2947,512,Very High Risk,Decline
22020,0.129,542,Very High Risk,Decline
22021,0.7,463,Very High Risk,Decline
22022,0.0836,556,Very High Risk,Decline
22023,0.1862,530,Very High Risk,Decline
22024,0.4206,496,Very High Risk,Decline
22025,0.0652,564,Very High Risk,Decline
22026,0.3648,503,Very High Risk,Decline
22027,0.1491,537,Very High Risk,Decline
22028,0.2973,512,Very High Risk,Decline
22029,0.0488,573,Very High Risk,Decline
22030,0.0729,560,Very High Risk,Decline
22031,0.8244,443,Very High Risk,Decline
22032,0.5341,483,Very High Risk,Decline
22033,0.112,547,Very High Risk,Decline
22034,0.213,525,Very High Risk,Decline
22035,0.6633,468,Very High Risk,Decline
22036,0.0756,559,Very High Risk,Decline
22037,0.0529,570,Very High Risk,Decline
22038,0.1139,546,Very High Risk,Decline
22039,0.2289,522,Very High Risk,Decline
22040,0.188,529,Very High Risk,Decline
22041,0.2945,512,Very High Risk,Decline
22042,0.49,488,Very High Risk,Decline
22043,0.5123,486,Very High Risk,Decline
22044,0.1028,550,Very High Risk,Decline
22045,0.2452,520,Very High Risk,Decline
22046,0.223,523,Very High Risk,Decline
22047,0.0298,588,High Risk,Decline
22048,0.5383,483,Very High Risk,Decline
22049,0.4585,492,Very High Risk,Decline
22050,0.1136,546,Very High Risk,Decline
22051,0.5392,483,Very High Risk,Decline
22052,0.1393,540,Very High Risk,Decline
22053,0.1371,540,Very High Risk,Decline
22054,0.3879,500,Very High Risk,Decline
22055,0.8855,428,Very High Risk,Decline
22056,0.2571,518,Very High Risk,Decline
22057,0.1927,528,Very High Risk,Decline
22058,0.0447,575,Very High Risk,Decline
22059,0.2858,514,Very High Risk,Decline
22060,0.5546,481,Very High Risk,Decline
22061,0.1327,541,Very High Risk,Decline
22062,0.5137,486,Very High Risk,Decline
22063,0.3761,502,Very High Risk,Decline
22064,0.4152,497,Very High Risk,Decline
22065,0.1437,539,Very High Risk,Decline
22066,0.255,518,Very High Risk,Decline
22067,0.6406,470,Very High Risk,Decline
22068,0.1311,542,Very High Risk,Decline
22069,0.9409,407,Very High Risk,Decline
22070,0.1731,532,Very High Risk,Decline
22071,0.2123,525,Very High Risk,Decline
22072,0.2069,526,Very High Risk,Decline
22073,0.9656,391,Very High Risk,Decline
22074,0.8314,441,Very High Risk,Decline
22075,0.5694,479,Very High Risk,Decline
22076,0.3059,511,Very High Risk,Decline
22077,0.5218,485,Very High Risk,Decline
22078,0.5181,485,Very High Risk,Decline
22079,0.692,464,Very High Risk,Decline
22080,0.1434,539,Very High Risk,Decline
22081,0.2332,521,Very High Risk,Decline
22082,0.1656,534,Very High Risk,Decline
22083,0.1189,545,Very High Risk,Decline
22084,0.2832,514,Very High Risk,Decline
22085,0.3655,503,Very High Risk,Decline
22086,0.0987,551,Very High Risk,Decline
22087,0.9355,410,Very High Risk,Decline
22088,0.1282,542,Very High Risk,Decline
22089,0.0632,565,Very High Risk,Decline
22090,0.1862,530,Very High Risk,Decline
22091,0.1791,531,Very High Risk,Decline
22092,0.5373,483,Very High Risk,Decline
22093,0.2074,526,Very High Risk,Decline
22094,0.0732,560,Very High Risk,Decline
22095,0.1217,544,Very High Risk,Decline
22096,0.786,450,Very High Risk,Decline
22097,0.2322,522,Very High Risk,Decline
22098,0.0523,571,Very High Risk,Decline
22099,0.3948,499,Very High Risk,Decline
22100,0.428,495,Very High Risk,Decline
22101,0.2224,523,Very High Risk,Decline
22102,0.2439,520,Very High Risk,Decline
22103,0.1081,548,Very High Risk,Decline
22104,0.6138,474,Very High Risk,Decline
22105,0.2379,521,Very High Risk,Decline
22106,0.7499,455,Very High Risk,Decline
22107,0.1478,538,Very High Risk,Decline
22108,0.1513,537,Very High Risk,Decline
22109,0.0923,553,Very High Risk,Decline
22110,0.2616,517,Very High Risk,Decline
22111,0.5902,477,Very High Risk,Decline
22112,0.3454,506,Very High Risk,Decline
22113,0.7356,458,Very High Risk,Decline
22114,0.6751,466,Very High Risk,Decline
22115,0.0373,581,High Risk,Decline
22116,0.0921,553,Very High Risk,Decline
22117,0.4493,493,Very High Risk,Decline
22118,0.6025,475,Very High Risk,Decline
22119,0.0915,553,Very High Risk,Decline
22120,0.0865,555,Very High Risk,Decline
22121,0.1493,537,Very High Risk,Decline
22122,0.2158,524,Very High Risk,Decline
22123,0.0622,565,Very High Risk,Decline
22124,0.6136,474,Very High Risk,Decline
22125,0.0838,556,Very High Risk,Decline
22126,0.6864,465,Very High Risk,Decline
22127,0.1276,543,Very High Risk,Decline
22128,0.4258,496,Very High Risk,Decline
22129,0.0741,560,Very High Risk,Decline
22130,0.8566,436,Very High Risk,Decline
22131,0.1686,533,Very High Risk,Decline
22132,0.2742,515,Very High Risk,Decline
22133,0.9783,377,Very High Risk,Decline
22134,0.9177,418,Very High Risk,Decline
22135,0.3086,510,Very High Risk,Decline
22136,0.5325,483,Very High Risk,Decline
22137,0.1489,537,Very High Risk,Decline
22138,0.286,514,Very High Risk,Decline
22139,0.6349,471,Very High Risk,Decline
22140,0.4128,497,Very High Risk,Decline
22141,0.7562,454,Very High Risk,Decline
22142,0.1426,539,Very High Risk,Decline
22143,0.102,550,Very High Risk,Decline
22144,0.7855,450,Very High Risk,Decline
22145,0.4267,496,Very High Risk,Decline
22146,0.0767,559,Very High Risk,Decline
22147,0.3869,500,Very High Risk,Decline
22148,0.966,391,Very High Risk,Decline
22149,0.1087,548,Very High Risk,Decline
22150,0.836,440,Very High Risk,Decline
22151,0.0953,552,Very High Risk,Decline
22152,0.2044,526,Very High Risk,Decline
22153,0.8744,431,Very High Risk,Decline
22154,0.1893,529,Very High Risk,Decline
22155,0.421,496,Very High Risk,Decline
22156,0.6008,475,Very High Risk,Decline
22157,0.236,521,Very High Risk,Decline
22158,0.4072,498,Very High Risk,Decline
22159,0.2677,516,Very High Risk,Decline
22160,0.5189,485,Very High Risk,Decline
22161,0.2665,516,Very High Risk,Decline
22162,0.3751,502,Very High Risk,Decline
22163,0.7261,459,Very High Risk,Decline
22164,0.8355,440,Very High Risk,Decline
22165,0.2834,514,Very High Risk,Decline
22166,0.3302,508,Very High Risk,Decline
22167,0.2563,518,Very High Risk,Decline
22168,0.1218,544,Very High Risk,Decline
22169,0.1225,544,Very High Risk,Decline
22170,0.1128,547,Very High Risk,Decline
22171,0.3434,506,Very High Risk,Decline
22172,0.2103,525,Very High Risk,Decline
22173,0.4764,490,Very High Risk,Decline
22174,0.1391,540,Very High Risk,Decline
22175,0.2953,512,Very High Risk,Decline
22176,0.1466,538,Very High Risk,Decline
22177,0.1786,531,Very High Risk,Decline
22178,0.2322,522,Very High Risk,Decline
22179,0.3276,508,Very High Risk,Decline
22180,0.2941,512,Very High Risk,Decline
22181,0.1122,547,Very High Risk,Decline
22182,0.2251,523,Very High Risk,Decline
22183,0.3418,506,Very High Risk,Decline
22184,0.793,448,Very High Risk,Decline
22185,0.068,563,Very High Risk,Decline
22186,0.0375,581,High Risk,Decline
22187,0.3549,504,Very High Risk,Decline
22188,0.5408,482,Very High Risk,Decline
22189,0.6243,472,Very High Risk,Decline
22190,0.9259,414,Very High Risk,Decline
22191,0.2884,513,Very High Risk,Decline
22192,0.5761,478,Very High Risk,Decline
22193,0.2615,517,Very High Risk,Decline
22194,0.1679,533,Very High Risk,Decline
22195,0.1111,547,Very High Risk,Decline
22196,0.144,539,Very High Risk,Decline
22197,0.5829,477,Very High Risk,Decline
22198,0.0293,588,High Risk,Decline
22199,0.2837,514,Very High Risk,Decline
22200,0.2619,517,Very High Risk,Decline
22201,0.075,560,Very High Risk,Decline
22202,0.0471,574,Very High Risk,Decline
22203,0.8349,440,Very High Risk,Decline
22204,0.7641,453,Very High Risk,Decline
22205,0.0809,557,Very High Risk,Decline
22206,0.2634,517,Very High Risk,Decline
22207,0.209,526,Very High Risk,Decline
22208,0.1056,549,Very High Risk,Decline
22209,0.1675,533,Very High Risk,Decline
22210,0.4683,491,Very High Risk,Decline
22211,0.7243,459,Very High Risk,Decline
22212,0.9062,422,Very High Risk,Decline
22213,0.7439,456,Very High Risk,Decline
22214,0.8779,430,Very High Risk,Decline
22215,0.3679,503,Very High Risk,Decline
22216,0.1752,532,Very High Risk,Decline
22217,0.0433,576,Very High Risk,Decline
22218,0.1422,539,Very High Risk,Decline
22219,0.253,518,Very High Risk,Decline
22220,0.0802,558,Very High Risk,Decline
22221,0.1869,530,Very High Risk,Decline
22222,0.8282,442,Very High Risk,Decline
22223,0.2329,522,Very High Risk,Decline
22224,0.4723,490,Very High Risk,Decline
22225,0.4387,494,Very High Risk,Decline
22226,0.2261,523,Very High Risk,Decline
22227,0.8402,439,Very High Risk,Decline
22228,0.0879,555,Very High Risk,Decline
22229,0.3395,506,Very High Risk,Decline
22230,0.3472,505,Very High Risk,Decline
22231,0.2245,523,Very High Risk,Decline
22232,0.2037,526,Very High Risk,Decline
22233,0.1947,528,Very High Risk,Decline
22234,0.0994,551,Very High Risk,Decline
22235,0.4674,491,Very High Risk,Decline
22236,0.4979,487,Very High Risk,Decline
22237,0.2256,523,Very High Risk,Decline
22238,0.7237,459,Very High Risk,Decline
22239,0.31,510,Very High Risk,Decline
22240,0.1534,536,Very High Risk,Decline
22241,0.1619,535,Very High Risk,Decline
22242,0.2555,518,Very High Risk,Decline
22243,0.3676,503,Very High Risk,Decline
22244,0.0988,551,Very High Risk,Decline
22245,0.0432,576,Very High Risk,Decline
22246,0.9038,422,Very High Risk,Decline
22247,0.9297,413,Very High Risk,Decline
22248,0.9091,421,Very High Risk,Decline
22249,0.0246,593,High Risk,Decline
22250,0.8765,431,Very High Risk,Decline
22251,0.9703,386,Very High Risk,Decline
22252,0.1743,532,Very High Risk,Decline
22253,0.1089,548,Very High Risk,Decline
22254,0.1293,542,Very High Risk,Decline
22255,0.2748,515,Very High Risk,Decline
22256,0.7495,455,Very High Risk,Decline
22257,0.845,438,Very High Risk,Decline
22258,0.3666,503,Very High Risk,Decline
22259,0.4184,497,Very High Risk,Decline
22260,0.0987,551,Very High Risk,Decline
22261,0.5802,478,Very High Risk,Decline
22262,0.1056,549,Very High Risk,Decline
22263,0.216,524,Very High Risk,Decline
22264,0.0583,567,Very High Risk,Decline
22265,0.9111,420,Very High Risk,Decline
22266,0.1436,539,Very High Risk,Decline
22267,0.2293,522,Very High Risk,Decline
22268,0.0309,587,High Risk,Decline
22269,0.2449,520,Very High Risk,Decline
22270,0.6783,466,Very High Risk,Decline
22271,0.1903,529,Very High Risk,Decline
22272,0.8487,437,Very High Risk,Decline
22273,0.074,560,Very High Risk,Decline
22274,0.9158,418,Very High Risk,Decline
22275,0.0538,570,Very High Risk,Decline
22276,0.5527,481,Very High Risk,Decline
22277,0.5434,482,Very High Risk,Decline
22278,0.5061,486,Very High Risk,Decline
22279,0.0673,563,Very High Risk,Decline
22280,0.1287,542,Very High Risk,Decline
22281,0.1567,536,Very High Risk,Decline
22282,0.1468,538,Very High Risk,Decline
22283,0.624,473,Very High Risk,Decline
22284,0.2183,524,Very High Risk,Decline
22285,0.3473,505,Very High Risk,Decline
22286,0.0283,589,High Risk,Decline
22287,0.0862,555,Very High Risk,Decline
22288,0.0833,556,Very High Risk,Decline
22289,0.3583,504,Very High Risk,Decline
22290,0.1773,531,Very High Risk,Decline
22291,0.1178,545,Very High Risk,Decline
22292,0.9046,422,Very High Risk,Decline
22293,0.5376,483,Very High Risk,Decline
22294,0.4386,494,Very High Risk,Decline
22295,0.2443,520,Very High Risk,Decline
22296,0.1315,542,Very High Risk,Decline
22297,0.3764,502,Very High Risk,Decline
22298,0.4981,487,Very High Risk,Decline
22299,0.0795,558,Very High Risk,Decline
22300,0.1546,536,Very High Risk,Decline
22301,0.9609,395,Very High Risk,Decline
22302,0.085,556,Very High Risk,Decline
22303,0.1298,542,Very High Risk,Decline
22304,0.1777,531,Very High Risk,Decline
22305,0.8647,434,Very High Risk,Decline
22306,0.1566,536,Very High Risk,Decline
22307,0.2567,518,Very High Risk,Decline
22308,0.0903,554,Very High Risk,Decline
22309,0.0905,554,Very High Risk,Decline
22310,0.6398,471,Very High Risk,Decline
22311,0.1706,533,Very High Risk,Decline
22312,0.0386,580,High Risk,Decline
22313,0.1146,546,Very High Risk,Decline
22314,0.2179,524,Very High Risk,Decline
22315,0.1527,537,Very High Risk,Decline
22316,0.1921,529,Very High Risk,Decline
22317,0.7764,451,Very High Risk,Decline
22318,0.3678,503,Very High Risk,Decline
22319,0.978,378,Very High Risk,Decline
22320,0.3456,506,Very High Risk,Decline
22321,0.099,551,Very High Risk,Decline
22322,0.2216,523,Very High Risk,Decline
22323,0.1307,542,Very High Risk,Decline
22324,0.0453,575,Very High Risk,Decline
22325,0.1158,546,Very High Risk,Decline
22326,0.0809,557,Very High Risk,Decline
22327,0.2533,518,Very High Risk,Decline
22328,0.0344,583,High Risk,Decline
22329,0.2484,519,Very High Risk,Decline
22330,0.2352,521,Very High Risk,Decline
22331,0.2514,519,Very High Risk,Decline
22332,0.9018,423,Very High Risk,Decline
22333,0.6526,469,Very High Risk,Decline
22334,0.5729,479,Very High Risk,Decline
22335,0.7767,451,Very High Risk,Decline
22336,0.5122,486,Very High Risk,Decline
22337,0.6552,469,Very High Risk,Decline
22338,0.4852,489,Very High Risk,Decline
22339,0.0561,569,Very High Risk,Decline
22340,0.3057,511,Very High Risk,Decline
22341,0.2099,525,Very High Risk,Decline
22342,0.1731,532,Very High Risk,Decline
22343,0.9774,378,Very High Risk,Decline
22344,0.1747,532,Very High Risk,Decline
22345,0.099,551,Very High Risk,Decline
22346,0.4141,497,Very High Risk,Decline
22347,0.0539,570,Very High Risk,Decline
22348,0.5111,486,Very High Risk,Decline
22349,0.1676,533,Very High Risk,Decline
22350,0.2153,524,Very High Risk,Decline
22351,0.2405,520,Very High Risk,Decline
22352,0.3391,506,Very High Risk,Decline
22353,0.1955,528,Very High Risk,Decline
22354,0.919,417,Very High Risk,Decline
22355,0.177,531,Very High Risk,Decline
22356,0.0674,563,Very High Risk,Decline
22357,0.0587,567,Very High Risk,Decline
22358,0.511,486,Very High Risk,Decline
22359,0.2862,513,Very High Risk,Decline
22360,0.1904,529,Very High Risk,Decline
22361,0.4913,488,Very High Risk,Decline
22362,0.8712,432,Very High Risk,Decline
22363,0.0523,571,Very High Risk,Decline
22364,0.2204,524,Very High Risk,Decline
22365,0.5356,483,Very High Risk,Decline
22366,0.1376,540,Very High Risk,Decline
22367,0.4656,491,Very High Risk,Decline
22368,0.3287,508,Very High Risk,Decline
22369,0.0459,575,Very High Risk,Decline
22370,0.3086,510,Very High Risk,Decline
22371,0.0929,553,Very High Risk,Decline
22372,0.3723,502,Very High Risk,Decline
22373,0.078,558,Very High Risk,Decline
22374,0.4275,496,Very High Risk,Decline
22375,0.2355,521,Very High Risk,Decline
22376,0.1757,532,Very High Risk,Decline
22377,0.3556,504,Very High Risk,Decline
22378,0.1157,546,Very High Risk,Decline
22379,0.6133,474,Very High Risk,Decline
22380,0.2426,520,Very High Risk,Decline
22381,0.2727,515,Very High Risk,Decline
22382,0.0679,563,Very High Risk,Decline
22383,0.5671,479,Very High Risk,Decline
22384,0.22,524,Very High Risk,Decline
22385,0.1306,542,Very High Risk,Decline
22386,0.2219,523,Very High Risk,Decline
22387,0.6431,470,Very High Risk,Decline
22388,0.3346,507,Very High Risk,Decline
22389,0.859,435,Very High Risk,Decline
22390,0.0699,562,Very High Risk,Decline
22391,0.1939,528,Very High Risk,Decline
22392,0.4872,489,Very High Risk,Decline
22393,0.8613,434,Very High Risk,Decline
22394,0.1978,528,Very High Risk,Decline
22395,0.221,523,Very High Risk,Decline
22396,0.8685,433,Very High Risk,Decline
22397,0.1518,537,Very High Risk,Decline
22398,0.2254,523,Very High Risk,Decline
22399,0.1666,534,Very High Risk,Decline
22400,0.8531,436,Very High Risk,Decline
22401,0.0753,559,Very High Risk,Decline
22402,0.4819,489,Very High Risk,Decline
22403,0.1321,541,Very High Risk,Decline
22404,0.9764,380,Very High Risk,Decline
22405,0.0364,582,High Risk,Decline
22406,0.8877,427,Very High Risk,Decline
22407,0.4774,490,Very High Risk,Decline
22408,0.0905,554,Very High Risk,Decline
22409,0.2252,523,Very High Risk,Decline
22410,0.2301,522,Very High Risk,Decline
22411,0.0307,587,High Risk,Decline
22412,0.2497,519,Very High Risk,Decline
